"","participant","market_center","date","ticker","order_type","order_size","total_orders","total_shrs","cancelled_shrs","mc_exec_shrs","away_exec_shrs","shrs_0to9sec","shrs_10to29sec","shrs_30to59sec","shrs_60to299sec","shrs_5to30min","avg_realzd_spread","avg_effec_spread","px_improved_shrs","px_improved_avg_amt","px_improved_avg_secs","at_quote_shrs","at_quote_avg_secs","outside_quote_shrs","outside_quote_avg_amt","outside_quote_avg_sec","in_sp500","in_r1000","on_nyse","on_nasdaq","on_amex","mcaway_exec_shrs","net_pi_numerator","net_pi_mcaway","avg_quoted_spread_mcaway","effective_over_quoted_mcaway","eoq_wgt"
"2095","T","TCDRG","202212","CRZNU","mkt_ordr","100-499",1,151,0,151,0,151,0,0,0,0,0.619,0.619,151,0.1455,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,151,2197.05,14.55,91,0.68021978021978,13741
"2096","T","TCDRG","202212","CS","mkt_ordr","100-499",2164,434004,218,433786,0,433786,0,0,0,0,-0.001,-0.0011,430956,0.0056,0,2830,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,433786,241335.36,0.556346585643612,1.00269317128722,-0.109704546864307,434954.26
"2097","T","TCDRG","202212","CSA","mkt_ordr","100-499",2,468,0,468,0,468,0,0,0,0,0.2596,0.1383,468,0.0059,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,468,276.12,0.59,15.01,0.921385742838108,7024.68
"2098","T","TCDRG","202212","CSAN","mkt_ordr","100-499",131,28699,0,28699,0,28699,0,0,0,0,0.0089,0.0093,27444,0.0056,0,929,0,326,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,28699,15042.64,0.524152061047423,1.97830412209485,0.470099611891428,56775.35
"2099","T","TCDRG","202212","CSB","mkt_ordr","100-499",136,33990,0,33990,0,33990,0,0,0,0,-0.0231,-0.0021,33432,0.0428,0,305,0,253,0.05,0,FALSE,FALSE,FALSE,FALSE,FALSE,33990,141823.96,4.17252015298617,8.13504030597234,-0.0258142543984482,276510.02
"2100","T","TCDRG","202212","CSBR","mkt_ordr","100-499",47,8941,0,8941,0,8941,0,0,0,0,0.1253,0.1562,8941,0.0203,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8941,18150.23,2.03,19.68,0.79369918699187,175958.88
"2101","T","TCDRG","202212","CSCO","mkt_ordr","100-499",10235,2073886,400,2072949,100,2073049,0,0,0,0,-0.0013,5e-04,2057295,0.0048,0,13514,0,2240,0.0083,0,TRUE,TRUE,FALSE,TRUE,FALSE,2073049,985642.4,0.475455428212261,1.00091085642452,0.0499544986239945,2074937.25
"2102","T","TCDRG","202212","CSD","mkt_ordr","100-499",7,1104,0,1104,0,1104,0,0,0,0,0.0607,0.0303,1104,0.0179,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1104,1976.16,1.79,6.61,0.45839636913767,7297.44
"2103","T","TCDRG","202212","CSF","mkt_ordr","100-499",35,8628,0,8628,0,8628,0,0,0,0,0.0932,0.1017,6596,0.0142,0,1849,0,183,0.0169,0,FALSE,FALSE,FALSE,TRUE,FALSE,8628,9057.05,1.04972763096894,12.2694552619379,0.828887654984099,105860.86
"2104","T","TCDRG","202212","CSGP","mkt_ordr","100-499",780,152257,0,152257,0,152257,0,0,0,0,0.005,0.0142,147098,0.0189,0,4879,0,280,0.01,0,FALSE,TRUE,FALSE,TRUE,FALSE,152257,277735.22,1.82412118983035,5.06824237966071,0.280176024275907,771675.38
"2105","T","TCDRG","202212","CSGS","mkt_ordr","100-499",44,8912,0,8912,0,8912,0,0,0,0,0.0086,0.0455,8443,0.0395,0,469,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,8912,33349.85,3.74212859066427,12.0342571813285,0.378087316187611,107249.3
"2106","T","TCDRG","202212","CSHI","mkt_ordr","100-499",3,440,0,440,0,440,0,0,0,0,0.0621,0.0598,440,1e-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,440,4.4,0.01,6,0.996666666666667,2640
"2107","T","TCDRG","202212","CSII","mkt_ordr","100-499",53,11931,0,11931,0,11931,0,0,0,0,-0.0062,0.0187,11436,0.0097,0,303,0,192,0.01,0,FALSE,FALSE,FALSE,TRUE,FALSE,11931,10900.92,0.913663565501634,3.69732713100327,0.50577077270752,44112.81
"2108","T","TCDRG","202212","CSIQ","mkt_ordr","100-499",461,83754,0,83754,0,83754,0,0,0,0,-0.0036,0.0222,81959,0.0172,0,1649,0,146,0.01,0,FALSE,FALSE,FALSE,TRUE,FALSE,83754,140823.48,1.68139408267068,5.58278816534136,0.397650767726069,467580.84
"2109","T","TCDRG","202212","CSL","mkt_ordr","100-499",133,23294,0,23294,0,23294,0,0,0,0,0.2123,0.0635,23144,0.2173,0,110,0,40,0.01,0,FALSE,TRUE,TRUE,FALSE,FALSE,23294,502879.12,21.5883540825964,49.5267081651928,0.128213649468082,1153675.14
"2110","T","TCDRG","202212","CSM","mkt_ordr","100-499",55,11740,0,11740,0,11740,0,0,0,0,0.0591,0.0579,9709,0.011,0,1909,0,122,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,11740,10313.9,0.878526405451448,7.5470528109029,0.767186893357291,88602.4
"2111","T","TCDRG","202212","CSML","mkt_ordr","100-499",9,2443,0,2443,0,2443,0,0,0,0,0.0285,0.0385,2443,0.0218,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2443,5325.74,2.18,8.21,0.468940316686967,20057.03
"2112","T","TCDRG","202212","CSPI","mkt_ordr","100-499",7,1090,0,1090,0,1090,0,0,0,0,0.196,0.3103,1002,0.0249,0,88,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1090,2494.98,2.28897247706422,35.6079449541284,0.871434732893855,38812.66
"2113","T","TCDRG","202212","CSQ","mkt_ordr","100-499",297,65655,0,65655,0,65655,0,0,0,0,0.0181,0.026,59886,0.014,0,5469,0,300,0.0146,0,FALSE,FALSE,FALSE,TRUE,FALSE,65655,83402.4,1.27031299977153,5.14062599954307,0.505774977644961,337507.8
"2114","T","TCDRG","202212","CSR","mkt_ordr","100-499",40,7845,0,7845,0,7845,0,0,0,0,0.1985,0.1987,7845,0.0984,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7845,77194.8,9.84,39.55,0.502402022756005,310269.75
"2115","T","TCDRG","202212","CSR C","mkt_ordr","100-499",17,2738,0,2738,0,2738,0,0,0,0,0.2485,0.2485,2738,0.0161,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2738,4408.18,1.61,28.07,0.885286783042394,76855.66
"2116","T","TCDRG","202212","CSSE","mkt_ordr","100-499",67,13167,0,13167,0,13167,0,0,0,0,0.0512,0.0502,12069,0.0179,0,1058,0,40,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,13167,21563.51,1.63769347611453,8.29538695222906,0.605155615875288,109225.36
"2117","T","TCDRG","202212","CSSEL","mkt_ordr","100-499",14,2848,0,2848,0,2848,0,0,0,0,0.0038,0.004,1203,1e-04,0,1396,0,249,6e-04,0,FALSE,FALSE,FALSE,FALSE,FALSE,2848,-2.91,-0.00102176966292135,0.397956460674157,1.00513508267307,1133.38
"2118","T","TCDRG","202212","CSSEP","mkt_ordr","100-499",15,2855,0,2855,0,2855,0,0,0,0,0.106,0.1139,2855,0.0567,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2855,16187.85,5.67,22.73,0.501099868015838,64894.15
"2119","T","TCDRG","202212","CSTA","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0.0084,0.0084,100,8e-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,8,0.08,1,0.84,100
"2120","T","TCDRG","202212","CSTA U","mkt_ordr","100-499",2,250,0,250,0,250,0,0,0,0,0.01,0.01,0,0,0,250,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,250,0,0,1,1,250
"2121","T","TCDRG","202212","CSTA WS","mkt_ordr","100-499",3,799,0,799,0,799,0,0,0,0,6e-04,6e-04,799,1e-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,799,7.99,0.01,0.08,0.75,63.92
"2122","T","TCDRG","202212","CSTE","mkt_ordr","100-499",53,12037,0,12037,0,12037,0,0,0,0,0.0087,0.0125,11771,0.0059,0,266,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,12037,6944.89,0.576961867574977,2.40392373514995,0.519983218153976,28936.03
"2123","T","TCDRG","202212","CSTL","mkt_ordr","100-499",58,12564,0,12564,0,12564,0,0,0,0,0.0651,0.0951,12564,0.0462,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12564,58045.68,4.62,18.75,0.5072,235575
"2124","T","TCDRG","202212","CSTM","mkt_ordr","100-499",144,29626,0,29626,0,29626,0,0,0,0,0.0019,0.0035,29426,0.0063,0,200,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,29626,18538.38,0.625746979004928,1.60149395800986,0.218545938465443,47445.86
"2125","T","TCDRG","202212","CSTR","mkt_ordr","100-499",8,1062,0,1062,0,1062,0,0,0,0,-0.0084,0.0329,1062,0.0194,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1062,2060.28,1.94,7.17,0.458856345885635,7614.54
"2126","T","TCDRG","202212","CSV","mkt_ordr","100-499",101,17418,0,17418,0,17418,0,0,0,0,0.0407,0.0591,17216,0.0488,0,202,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,17418,84014.08,4.82340567229303,15.5568113445861,0.379897902538797,270968.54
"2127","T","TCDRG","202212","CSWC","mkt_ordr","100-499",464,94214,0,94214,0,94214,0,0,0,0,0.0089,0.0097,87429,0.0088,0,6270,0,515,0.0171,0,FALSE,FALSE,FALSE,TRUE,FALSE,94214,76056.87,0.807277793109304,2.58455558621861,0.37530630224099,243501.32
"2128","T","TCDRG","202212","CSWI","mkt_ordr","100-499",17,3309,0,3309,0,3309,0,0,0,0,0.2652,0.3475,3309,0.1693,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3309,56021.37,16.93,68.61,0.506485934994899,227030.49
"2129","T","TCDRG","202212","CSX","mkt_ordr","100-499",2022,422967,0,422967,0,422967,0,0,0,0,-0.003,7e-04,420888,0.0047,0,1979,0,100,0.01,0,TRUE,TRUE,TRUE,FALSE,FALSE,422967,197717.36,0.46745339470928,1.00490678941856,0.0696582018721379,425042.41
"2130","T","TCDRG","202212","CTA","mkt_ordr","100-499",321,66604,0,66604,0,66604,0,0,0,0,-0.0046,0.0034,63922,0.0267,0,2480,0,202,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,66604,170469.74,2.55945198486577,5.45890396973155,0.0622835649583189,363584.84
"2131","T","TCDRG","202212","CTA A","mkt_ordr","100-499",5,913,0,913,0,913,0,0,0,0,1.0373,1.5951,556,0.1028,0,282,0,75,0.1413,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,913,4655.93,5.09959474260679,169.709189485214,0.939901961018427,154944.49
"2132","T","TCDRG","202212","CTA B","mkt_ordr","100-499",14,2170,0,2170,0,2170,0,0,0,0,1.6301,1.5879,2170,0.6193,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2170,134388.1,61.93,282.65,0.561790199893862,613350.5
"2133","T","TCDRG","202212","CTAQ","mkt_ordr","100-499",32,3400,0,3400,0,3400,0,0,0,0,0.0948,0.118,3400,0.0113,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3400,3842,1.13,14.06,0.839260312944524,47804
"2134","T","TCDRG","202212","CTAQU","mkt_ordr","100-499",41,4800,0,4800,0,4800,0,0,0,0,0.2201,0.5045,4400,0.0248,0,400,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4800,10912,2.27333333333333,54.9966666666667,0.917328322928662,263984
"2135","T","TCDRG","202212","CTAS","mkt_ordr","100-499",153,28338,0,28338,0,28338,0,0,0,0,-0.0998,0.0076,28338,0.315,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,28338,892647,31.5,63.76,0.0119196988707654,1806830.88
"2136","T","TCDRG","202212","CTBB","mkt_ordr","100-499",165,40570,0,40570,0,40570,0,0,0,0,0.0468,0.0469,37248,0.0243,0,3122,0,200,0.0117,0,FALSE,FALSE,FALSE,FALSE,FALSE,40570,90278.64,2.22525610056692,9.14051220113384,0.513100348951804,370830.58
"2137","T","TCDRG","202212","CTBI","mkt_ordr","100-499",12,3254,0,3254,0,3254,0,0,0,0,0.1154,0.1074,2772,0.0379,0,482,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3254,10505.88,3.22860479409957,17.1972095881991,0.624519922544287,55959.72
"2138","T","TCDRG","202212","CTDD","mkt_ordr","100-499",101,23155,0,23155,0,23155,0,0,0,0,0.069,0.0657,22820,0.0279,0,335,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,23155,63667.8,2.74963506801987,12.0692701360397,0.544357689068662,279463.95
"2139","T","TCDRG","202212","CTEC","mkt_ordr","100-499",54,12154,0,12154,0,12154,0,0,0,0,0.0596,0.0746,11774,0.0205,0,380,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12154,24136.7,1.98590587460918,11.4318117492184,0.652564979519547,138942.24
"2140","T","TCDRG","202212","CTEX","mkt_ordr","100-499",3,439,0,439,0,439,0,0,0,0,0.0383,0.0945,300,0.004,0,139,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,439,120,0.273348519362187,9.99669703872437,0.945312232969888,4388.55
"2141","T","TCDRG","202212","CTG","mkt_ordr","100-499",25,4579,0,4579,0,4579,0,0,0,0,0.0738,0.1493,4479,0.0271,0,100,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,4579,12138.09,2.65081677222101,20.231633544442,0.73795326349718,92640.65
"2142","T","TCDRG","202212","CTHR","mkt_ordr","100-499",26,5948,0,5948,0,5948,0,0,0,0,0.0128,0.0133,5057,0.0012,0,854,0,37,0.0042,0,FALSE,FALSE,FALSE,TRUE,FALSE,5948,591.3,0.0994115669132481,1.5288231338265,0.869950205862688,9093.44
"2143","T","TCDRG","202212","CTIB","mkt_ordr","100-499",131,29064,0,29064,0,29064,0,0,0,0,0.0149,0.0122,17395,0.0018,0,11609,0,60,0.0078,0,FALSE,FALSE,FALSE,TRUE,FALSE,29064,3084.3,0.106120974401321,1.43224194880264,0.851811386351254,41626.68
"2144","T","TCDRG","202212","CTIC","mkt_ordr","100-499",156,30419,0,30419,0,30419,0,0,0,0,-0.001,0.0011,30369,0.0045,0,50,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,30419,13666.05,0.449260330714356,1.00852066142871,0.109070645954015,30678.19
"2145","T","TCDRG","202212","CTKB","mkt_ordr","100-499",40,7757,0,7757,0,7757,0,0,0,0,0.0124,0.0225,7597,0.0132,0,160,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7757,10028.04,1.29277297924455,4.83554595848911,0.465304232307002,37509.33
"2146","T","TCDRG","202212","CTLP","mkt_ordr","100-499",111,22190,0,22190,0,22190,0,0,0,0,0.003,0.0081,21483,0.0059,0,604,0,103,0.0077,0,FALSE,FALSE,FALSE,FALSE,FALSE,22190,12595.66,0.567627760252366,1.94525552050473,0.416397738735028,43165.22
"2147","T","TCDRG","202212","CTLT","mkt_ordr","100-499",940,186854,0,186854,0,186854,0,0,0,0,0.0356,0.0116,184588,0.0162,0,2144,0,122,0.0028,0,FALSE,FALSE,TRUE,FALSE,FALSE,186854,298998.4,1.60017125670309,4.36034251340619,0.266034146728954,814747.44
"2148","T","TCDRG","202212","CTM","mkt_ordr","100-499",201,45698,0,45698,0,45698,0,0,0,0,0.0148,0.0156,39874,0.0043,0,5631,0,193,0.0093,0,FALSE,FALSE,FALSE,FALSE,FALSE,45698,16966.33,0.371270733948969,2.30254146789794,0.677512228009588,105221.54
"2149","T","TCDRG","202212","CTMX","mkt_ordr","100-499",92,17995,0,17995,0,17995,0,0,0,0,0.0046,0.0019,17345,0.0042,0,650,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,17995,7284.9,0.404829119199778,0.999658238399555,0.19006495690386,17988.85
"2150","T","TCDRG","202212","CTO","mkt_ordr","100-499",242,49165,0,49165,0,49165,0,0,0,0,-0.0255,0.0162,46821,0.0139,0,1842,0,502,0.0098,0,FALSE,FALSE,FALSE,FALSE,TRUE,49165,64589.23,1.31372378724703,4.24744757449405,0.381405531578096,208825.76
"2151","T","TCDRG","202212","CTO A","mkt_ordr","100-499",2,530,0,530,0,530,0,0,0,0,-0.2226,0.6472,474,0.0254,0,0,0,56,0.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,530,-476.04,-0.898188679245283,62.9236226415094,1.02854853683052,33349.52
"2152","T","TCDRG","202212","CTOS","mkt_ordr","100-499",47,10497,0,10497,0,10497,0,0,0,0,-0.0078,0.0088,10497,0.0065,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,10497,6823.05,0.65,2.18,0.403669724770642,22883.46
"2153","T","TCDRG","202212","CTR","mkt_ordr","100-499",54,11435,0,11435,0,11435,0,0,0,0,0.0269,0.0687,6763,0.0298,0,4287,0,385,0.0474,0,FALSE,FALSE,TRUE,FALSE,FALSE,11435,18328.84,1.60287188456493,10.0757437691299,0.681835520773003,115216.13
"2154","T","TCDRG","202212","CTRA","mkt_ordr","100-499",4531,922963,0,922613,0,922613,0,0,0,0,6e-04,3e-04,916149,0.0051,0,6445,0,19,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,922613,467216.99,0.506406250508068,1.04281250101614,0.0287683547816769,962112.37
"2155","T","TCDRG","202212","CTRE","mkt_ordr","100-499",206,43877,0,43877,0,43877,0,0,0,0,-0.0033,0.0059,42654,0.0069,0,1223,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,43877,29431.26,0.670767372427468,1.93153474485494,0.305456581390314,84749.95
"2156","T","TCDRG","202212","CTRM","mkt_ordr","100-499",722,151118,0,151118,0,151118,0,0,0,0,0.0014,0.0023,147465,0.004,0,3653,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,151118,58986,0.390330734922379,1.01066146984476,0.227573729544997,152729.14
"2157","T","TCDRG","202212","CTRN","mkt_ordr","100-499",66,10979,0,10979,0,10979,0,0,0,0,0.0382,0.0915,10287,0.0645,0,692,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,10979,66351.15,6.04346024228072,21.2369204845614,0.43085342842677,233160.15
"2158","T","TCDRG","202212","CTS","mkt_ordr","100-499",42,8249,0,8249,0,8249,0,0,0,0,0.0217,0.0515,8039,0.0314,0,177,0,33,0.01,0.1,FALSE,FALSE,TRUE,FALSE,FALSE,8249,25209.46,3.05606255303673,11.2621251060735,0.457284921939173,92901.27
"2159","T","TCDRG","202212","CTSH","mkt_ordr","100-499",1382,290717,0,290517,0,290517,0,0,0,0,-0.0055,0.0024,277227,0.0079,0,12715,0,575,0.0098,0,TRUE,TRUE,FALSE,TRUE,FALSE,290517,218445.83,0.751920989133166,1.74384197826633,0.137627149128845,506615.74
"2160","T","TCDRG","202212","CTSO","mkt_ordr","100-499",76,14635,0,14635,0,14635,0,0,0,0,0.0154,0.0156,14408,0.0045,0,227,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,14635,6483.6,0.443020157157499,2.446040314315,0.637765449273419,35797.8
"2161","T","TCDRG","202212","CTV","mkt_ordr","100-499",74,16456,0,16456,0,16456,0,0,0,0,0.0054,0.0088,15453,0.0085,0,1003,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,16456,13135.05,0.798192148760331,2.47638429752066,0.355356800186889,40751.38
"2162","T","TCDRG","202212","CTVA","mkt_ordr","100-499",1440,296216,0,296216,0,296216,0,0,0,0,-0.0106,0.002,286147,0.0157,0,9087,0,982,0.011,0,FALSE,FALSE,FALSE,FALSE,FALSE,296216,448170.59,1.51298576039107,3.22597152078213,0.0619968275329071,955584.38
"2163","T","TCDRG","202212","CTXR","mkt_ordr","100-499",253,54006,0,54006,0,54006,0,0,0,0,0.0045,0.0039,49750,0.0026,0,4256,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,54006,12935,0.239510424767618,0.869020849535237,0.448780947210388,46932.34
"2164","T","TCDRG","202212","CUBA","mkt_ordr","100-499",20,3570,0,3570,0,3570,0,0,0,0,0.0311,0.0264,2992,0.0054,0,578,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3570,1615.68,0.452571428571429,3.54514285714286,0.74468085106383,12656.16
"2165","T","TCDRG","202212","CUBB","mkt_ordr","100-499",7,2395,0,2395,0,2395,0,0,0,0,0.2499,0.3273,1924,0.0226,0,197,0,274,0.1577,0,FALSE,FALSE,FALSE,FALSE,FALSE,2395,27.2599999999997,0.0113820459290187,32.752764091858,0.999304971885909,78442.87
"2166","T","TCDRG","202212","CUBE","mkt_ordr","100-499",513,102247,135,101937,175,101937,0,0,175,0,-0.0126,0.0025,98834,0.0076,0.2,3278,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,102112,75113.84,0.735602475712943,1.72120495142589,0.145247083906477,175755.68
"2167","T","TCDRG","202212","CUBI","mkt_ordr","100-499",119,20978,0,20978,0,20978,0,0,0,0,0.0184,0.0243,20487,0.0258,0,381,0,110,0.0151,0,FALSE,FALSE,FALSE,TRUE,FALSE,20978,52690.36,2.51169606254171,7.45339212508342,0.326026050853027,156357.26
"2168","T","TCDRG","202212","CUBI E","mkt_ordr","100-499",5,1000,0,1000,0,1000,0,0,0,0,0.0554,0.0749,810,0.0021,0,0,0,190,0.0483,0,FALSE,FALSE,FALSE,FALSE,FALSE,1000,-747.6,-0.7476,5.9948,1.24941616067258,5994.8
"2169","T","TCDRG","202212","CUBI F","mkt_ordr","100-499",10,2151,0,2151,0,2151,0,0,0,0,0.0708,0.0735,1751,0.0078,0,400,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2151,1365.78,0.634951185495119,8.61990237099024,0.852677870776818,18541.41
"2170","T","TCDRG","202212","CUBS","mkt_ordr","100-499",2,395,0,395,0,395,0,0,0,0,0.1392,0.1582,395,0.01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,395,395,1,17.82,0.887766554433221,7038.9
"2171","T","TCDRG","202212","CUE","mkt_ordr","100-499",64,12827,0,12827,0,12827,0,0,0,0,0.0128,0.0245,12827,0.0087,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12827,11159.49,0.87,4.19,0.58472553699284,53745.13
"2172","T","TCDRG","202212","CUEN","mkt_ordr","100-499",46,10560,0,10560,0,10560,0,0,0,0,0.0041,0.0093,5953,5e-04,0,4407,0,200,0.0063,0,FALSE,FALSE,FALSE,FALSE,FALSE,10560,171.65,0.0162547348484848,0.96250946969697,0.966224259895121,10164.1
"2173","T","TCDRG","202212","CUENW","mkt_ordr","100-499",1,310,0,310,0,310,0,0,0,0,0.0122,0.0122,310,1e-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,310,3.1,0.01,1.24,0.983870967741935,384.4
"2174","T","TCDRG","202212","CUK","mkt_ordr","100-499",276,50696,0,50696,0,50696,0,0,0,0,0.0056,0.0036,50596,0.0032,0,100,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,50696,16190.72,0.319368786492031,0.998737572984062,0.360455048190867,50632
"2175","T","TCDRG","202212","CULP","mkt_ordr","100-499",15,2363,0,2363,0,2363,0,0,0,0,0.0424,0.0456,2038,0.014,0,325,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2363,2853.2,1.20744815911976,6.97489631823953,0.653773159046893,16481.68
"2176","T","TCDRG","202212","CURE","mkt_ordr","100-499",226,40576,0,40576,0,40576,0,0,0,0,0.0503,0.0253,39293,0.0547,0,1283,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,40576,214932.71,5.29704036869085,13.1240807373817,0.192775406569523,532522.7
"2177","T","TCDRG","202212","CURI","mkt_ordr","100-499",200,42236,0,42236,0,42236,0,0,0,0,0.0071,0.0081,40909,0.0036,0,1327,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,42236,14727.24,0.348689269817218,1.50737853963444,0.537356728056138,63665.64
"2178","T","TCDRG","202212","CURIW","mkt_ordr","100-499",2,350,0,350,0,350,0,0,0,0,0.0016,0.0072,0,0,0,350,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,350,0,0,0.72,1,252
"2179","T","TCDRG","202212","CURO","mkt_ordr","100-499",82,18343,0,18343,0,18343,0,0,0,0,0.0284,0.0305,17583,0.0073,0,760,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,18343,12835.59,0.699754129640735,4.44950825928147,0.685469005173289,81617.33
"2180","T","TCDRG","202212","CURV","mkt_ordr","100-499",136,31551,0,31551,0,31551,0,0,0,0,0.0249,0.019,30751,0.007,0,800,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31551,21525.7,0.682250958765174,3.26450191753035,0.582018343992085,102998.3
"2181","T","TCDRG","202212","CUT","mkt_ordr","100-499",23,4752,0,4752,0,4752,0,0,0,0,0.1636,0.1678,4752,0.0284,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4752,13495.68,2.84,22.46,0.747105966162066,106729.92
"2182","T","TCDRG","202212","CUTR","mkt_ordr","100-499",74,14367,0,14367,0,14367,0,0,0,0,0.0293,0.085,14235,0.0452,0,132,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,14367,64342.2,4.47847149718104,17.4569429943621,0.486912284856814,250803.9
"2183","T","TCDRG","202212","CUZ","mkt_ordr","100-499",266,57077,0,57077,0,57077,0,0,0,0,8e-04,0.0047,54894,0.0055,0,2136,0,47,0.0072,0,FALSE,FALSE,TRUE,FALSE,FALSE,57077,30157.86,0.52837149815162,1.52674299630324,0.307844870510642,87141.91
"2184","T","TCDRG","202212","CVAC","mkt_ordr","100-499",148,29687,0,29687,0,29687,0,0,0,0,0.0132,0.0094,28456,0.0087,0,1231,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,29687,24756.72,0.833924613467174,2.60784922693435,0.360450286117582,77419.22
"2185","T","TCDRG","202212","CVBF","mkt_ordr","100-499",79,15347,0,15347,0,15347,0,0,0,0,-0.0041,0.0061,15147,0.0075,0,200,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,15347,11360.25,0.740226102821398,2.0904522056428,0.291802892385397,32082.17
"2186","T","TCDRG","202212","CVCO","mkt_ordr","100-499",13,2945,0,2945,0,2945,0,0,0,0,0.2069,0.403,2945,0.5227,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2945,153935.15,52.27,144.84,0.278238055785695,426553.8
"2187","T","TCDRG","202212","CVCY","mkt_ordr","100-499",10,2056,0,2056,0,2056,0,0,0,0,0.3025,0.2567,1857,0.058,0,199,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2056,10770.6,5.2386186770428,36.1472373540856,0.71015108979272,74318.72
"2188","T","TCDRG","202212","CVE","mkt_ordr","100-499",1226,244175,333,243842,0,243842,0,0,0,0,-0.0012,0.0028,240713,0.0037,0,2997,0,132,0.004,0,FALSE,FALSE,TRUE,FALSE,FALSE,243842,89011.01,0.365035596820892,1.01007119364178,0.277208182712812,246297.78
