"","participant","market_center","date","ticker","order_type","order_size","total_orders","total_shrs","cancelled_shrs","mc_exec_shrs","away_exec_shrs","shrs_0to9sec","shrs_10to29sec","shrs_30to59sec","shrs_60to299sec","shrs_5to30min","avg_realzd_spread","avg_effec_spread","px_improved_shrs","px_improved_avg_amt","px_improved_avg_secs","at_quote_shrs","at_quote_avg_secs","outside_quote_shrs","outside_quote_avg_amt","outside_quote_avg_sec","in_sp500","in_r1000","on_nyse","on_nasdaq","on_amex","mcaway_exec_shrs","net_pi_numerator","net_pi_mcaway","avg_quoted_spread_mcaway","effective_over_quoted_mcaway","eoq_wgt"
"9040","T","TCDRG","202212","TDCX","mkt_ordr","100-499",34,6345,0,6345,0,6345,0,0,0,0,0.0405,0.0598,5566,0.0287,0,390,0,389,0.0312,0,FALSE,FALSE,FALSE,FALSE,FALSE,6345,14760.74,2.32635776201734,10.6327155240347,0.562415122127789,67464.58
"9041","T","TCDRG","202212","TDF","mkt_ordr","100-499",98,24643,0,24643,0,24643,0,0,0,0,0.0069,0.0114,21243,0.0077,0,3348,0,52,0.01,0,FALSE,FALSE,TRUE,FALSE,FALSE,24643,16305.11,0.661652802012742,2.46330560402548,0.462792760320536,60703.24
"9042","T","TCDRG","202212","TDG","mkt_ordr","100-499",77,14102,0,14102,0,14102,0,0,0,0,-0.0911,0.3275,14102,0.4814,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,14102,678870.28,48.14,129.03,0.253816941796481,1819581.06
"9043","T","TCDRG","202212","TDIV","mkt_ordr","100-499",838,181490,0,181490,0,181490,0,0,0,0,0.0035,9e-04,174726,0.0122,0,6655,0,109,0.01,0,FALSE,FALSE,FALSE,TRUE,FALSE,181490,213056.72,1.17393090528404,2.43786181056808,0.0369175970556871,442447.54
"9044","T","TCDRG","202212","TDOC","mkt_ordr","100-499",3378,626284,699,625585,0,625585,0,0,0,0,0.0025,0.0026,607553,0.0062,0,16043,0,1989,0.0093,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,625585,374833.09,0.599172118896713,1.45834423779343,0.178284381192055,912318.28
"9045","T","TCDRG","202212","TDS","mkt_ordr","100-499",393,89380,0,89380,0,89380,0,0,0,0,0.0053,0.0037,88229,0.0036,0,916,0,235,0.01,0,FALSE,TRUE,TRUE,FALSE,FALSE,89380,31527.44,0.352734840008951,1.0754696800179,0.344035733293607,96125.48
"9046","T","TCDRG","202212","TDS U","mkt_ordr","100-499",65,12056,0,12056,0,12056,0,0,0,0,0.0575,0.0837,11491,0.0366,0,565,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12056,42057.06,3.48847544790975,15.3469508958195,0.545385207577616,185022.84
"9047","T","TCDRG","202212","TDS V","mkt_ordr","100-499",265,55177,0,55177,0,55177,0,0,0,0,0.0304,0.0702,54116,0.0256,0,388,0,673,0.044,0,FALSE,FALSE,FALSE,FALSE,FALSE,55177,135575.76,2.45710640303025,11.9342128060605,0.588224804943571,658494.06
"9048","T","TCDRG","202212","TDSA","mkt_ordr","100-499",6,1466,0,1466,0,1466,0,0,0,0,0.0242,0.0294,1347,0.0053,0,119,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1466,713.91,0.486978171896316,3.91395634379263,0.751158097269714,5737.86
"9049","T","TCDRG","202212","TDSB","mkt_ordr","100-499",10,2715,0,2715,0,2715,0,0,0,0,0.0216,0.0231,1905,0.0032,0,496,0,314,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,2715,295.6,0.108876611418048,2.5277532228361,0.913855031073096,6862.85
"9050","T","TCDRG","202212","TDSC","mkt_ordr","100-499",19,4467,0,4467,0,4467,0,0,0,0,-0.0011,0.0029,4323,0.0104,0,144,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4467,4495.92,1.00647414372062,2.30294828744124,0.125925537095848,10287.27
"9051","T","TCDRG","202212","TDSD","mkt_ordr","100-499",12,2913,0,2913,0,2913,0,0,0,0,0.0043,0.0191,2261,0.0016,0,562,0,90,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,2913,271.76,0.0932921386886372,2.09658427737727,0.911005591623208,6107.35
"9052","T","TCDRG","202212","TDSE","mkt_ordr","100-499",12,3086,0,3086,0,3086,0,0,0,0,-0.0158,0.0142,2181,0.0042,0,905,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3086,916.02,0.296830848995463,2.01366169799093,0.705183001403247,6214.16
"9053","T","TCDRG","202212","TDTF","mkt_ordr","100-499",141,35925,0,35925,0,35925,0,0,0,0,-0.0037,-0.0016,33956,0.0083,0,1969,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,35925,28183.48,0.784508837856646,1.40901767571329,-0.113554288748722,50618.96
"9054","T","TCDRG","202212","TDTT","mkt_ordr","100-499",246,55755,0,55755,0,55755,0,0,0,0,3e-04,6e-04,53264,0.005,0,2491,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,55755,26632,0.477661196305264,1.01532239261053,0.0590945304040149,56609.3
"9055","T","TCDRG","202212","TDUP","mkt_ordr","100-499",315,61301,251,61050,0,61050,0,0,0,0,0.0043,0.0052,58998,0.0031,0,2052,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,61050,18289.38,0.299580343980344,1.11916068796069,0.464633904312287,68324.76
"9056","T","TCDRG","202212","TDV","mkt_ordr","100-499",79,17843,0,17843,0,17843,0,0,0,0,0.0393,0.0527,16299,0.0142,0,1099,0,445,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,17843,22699.58,1.27218404976742,7.81436809953483,0.674398739971529,139431.77
"9057","T","TCDRG","202212","TDVG","mkt_ordr","100-499",165,37888,0,37888,0,37888,0,0,0,0,0.0117,0.0141,29439,0.0108,0,8449,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,37888,31794.12,0.839160684121622,3.08832136824324,0.456558703539995,117010.32
"9058","T","TCDRG","202212","TDW","mkt_ordr","100-499",402,70513,0,70513,0,70513,0,0,0,0,0.0165,0.0284,67685,0.033,0,2039,0,789,0.0183,0,FALSE,TRUE,TRUE,FALSE,FALSE,70513,221916.63,3.14717328719527,9.13434657439054,0.310914412637063,644090.18
"9059","T","TCDRG","202212","TDW WS","mkt_ordr","100-499",2,285,0,285,0,285,0,0,0,0,0.1269,0.1327,285,3e-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,285,8.55,0.03,13.33,0.99549887471868,3799.05
"9060","T","TCDRG","202212","TDW WSA","mkt_ordr","100-499",5,1206,0,1206,0,1206,0,0,0,0,0.0854,0.0854,541,0.003,0,550,0,115,0.0445,0,FALSE,FALSE,FALSE,FALSE,FALSE,1206,-349.45,-0.289759535655058,7.96048092868988,1.07279950501753,9600.34
"9061","T","TCDRG","202212","TDW WSB","mkt_ordr","100-499",4,1068,0,1068,0,1068,0,0,0,0,0.0221,0.0262,763,5e-04,0,305,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1068,38.15,0.0357209737827715,2.69144194756554,0.973455883887756,2874.46
"9062","T","TCDRG","202212","TDY","mkt_ordr","100-499",139,25514,0,25514,0,25514,0,0,0,0,0.5095,0.3911,25418,0.2542,0,0,0,96,0.1749,0.1,FALSE,FALSE,TRUE,FALSE,FALSE,25514,644446.52,25.2585451124873,89.6270902249745,0.436363602810593,2286745.58
"9063","T","TCDRG","202212","TEAF","mkt_ordr","100-499",60,12279,0,12279,0,12279,0,0,0,0,0.0255,0.0356,10202,0.0147,0,1996,0,81,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,12279,14915.94,1.21475201563645,5.98950403127291,0.594373086888702,73545.12
"9064","T","TCDRG","202212","TEAM","mkt_ordr","100-499",2946,847514,0,847514,0,847045,0,27,442,0,-0.0165,0.0214,822592,0.0784,0.1,19129,0,5793,0.0484,0,FALSE,FALSE,FALSE,FALSE,FALSE,847514,6421083.16,7.57637414839165,17.2927482967833,0.123751295240796,14655846.28
"9065","T","TCDRG","202212","TECB","mkt_ordr","100-499",55,12412,0,12412,0,12412,0,0,0,0,0.0041,-0.0022,11525,0.0147,0,887,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12412,16941.75,1.36494924266839,2.50989848533677,-0.0876529474340398,31152.86
"9066","T","TCDRG","202212","TECH","mkt_ordr","100-499",307,57652,0,57652,0,57652,0,0,0,0,0.0889,0.0586,57358,0.0582,0,294,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,57652,333823.56,5.79032054395338,17.4406410879068,0.335996823193804,1005487.84
"9067","T","TCDRG","202212","TECK","mkt_ordr","100-499",1076,214993,200,214793,0,214793,0,0,0,0,-0.0055,0.0038,204225,0.0076,0,9779,0,789,0.0071,0,FALSE,FALSE,FALSE,FALSE,FALSE,214793,154650.81,0.71999930165322,1.81999860330644,0.208791369020638,390922.96
"9068","T","TCDRG","202212","TECL","mkt_ordr","100-499",3670,688885,0,688186,400,688586,0,0,0,0,0.0078,0.0011,649371,0.0053,0,36091,0,3124,0.0092,0,FALSE,FALSE,FALSE,FALSE,FALSE,688586,341292.55,0.495642592210704,1.10128518442141,0.0998833013973503,758329.56
"9069","T","TCDRG","202212","TECS","mkt_ordr","100-499",2987,508071,400,507471,0,507321,0,150,0,0,-0.0028,0.0041,481440,0.0094,0,24298,0,1733,0.0189,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,507471,449278.23,0.885327890657791,2.18065578131558,0.188016835812871,1106619.57
"9070","T","TCDRG","202212","TEDU","mkt_ordr","100-499",15,2125,0,2125,0,2125,0,0,0,0,0.194,0.2182,1925,0.0337,0,198,0,2,0.08,0,FALSE,FALSE,FALSE,TRUE,FALSE,2125,6471.25,3.04529411764706,27.9105882352941,0.781782161524195,59310
"9071","T","TCDRG","202212","TEF","mkt_ordr","100-499",410,96710,0,96710,0,96710,0,0,0,0,0.0013,0.001,96410,0.0045,0,300,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,96710,43384.5,0.448604074035777,0.997208148071554,0.100279966818747,96440
"9072","T","TCDRG","202212","TEI","mkt_ordr","100-499",234,56151,0,56151,0,56151,0,0,0,0,0.0087,0.007,54546,0.0036,0,1605,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,56151,19636.56,0.349709889405353,1.39941977881071,0.50020730777072,78578.82
"9073","T","TCDRG","202212","TEL","mkt_ordr","100-499",867,172352,0,172352,0,172352,0,0,0,0,0.0161,0.0198,166016,0.0356,0,5685,0,651,0.0154,0,TRUE,FALSE,TRUE,FALSE,FALSE,172352,590014.42,3.4233105505013,8.8266211010026,0.224321399700175,1521285.8
"9074","T","TCDRG","202212","TELA","mkt_ordr","100-499",28,5511,0,5511,0,5511,0,0,0,0,0.1173,0.1623,5274,0.0336,0,237,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5511,17720.64,3.21550353837779,22.6610070767556,0.716208240217525,124884.81
"9075","T","TCDRG","202212","TELL","mkt_ordr","100-499",2296,477316,0,477316,0,477316,0,0,0,0,0.0024,4e-04,472684,0.0048,0,4632,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,477316,226888.32,0.475341953758097,0.990683907516195,0.0403761479282393,472869.28
"9076","T","TCDRG","202212","TELZ","mkt_ordr","100-499",7,1460,0,1460,0,1460,0,0,0,0,0.3351,0.3979,1285,0.0763,0,175,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1460,9804.55,6.71544520547945,53.2208904109589,0.747638750361957,77702.5
"9077","T","TCDRG","202212","TEMP","mkt_ordr","100-499",2,540,0,540,0,540,0,0,0,0,0.0448,0.0406,540,0.0247,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,540,1333.8,2.47,9,0.451111111111111,4860
"9078","T","TCDRG","202212","TENB","mkt_ordr","100-499",166,34769,0,34769,0,34769,0,0,0,0,0.0052,0.024,32917,0.0285,0,1606,0,246,0.0084,0,FALSE,FALSE,FALSE,FALSE,FALSE,34769,93606.81,2.6922491299721,7.7844982599442,0.30830503390943,270659.22
"9079","T","TCDRG","202212","TENKR","mkt_ordr","100-499",1,250,0,250,0,250,0,0,0,0,0.01,0.01,0,0,0,250,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,250,0,0,1,1,250
"9080","T","TCDRG","202212","TENX","mkt_ordr","100-499",84,14769,0,14769,0,14769,0,0,0,0,0.0019,0.0022,10174,2e-04,0,4328,0,267,0.0021,0,FALSE,FALSE,FALSE,TRUE,FALSE,14769,147.41,0.00998104137043808,0.239962082740876,0.91681151241535,3544
"9081","T","TCDRG","202212","TEO","mkt_ordr","100-499",237,54280,0,54280,0,54280,0,0,0,0,0.0256,0.036,54230,0.0079,0,50,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,54280,42841.7,0.789272291820192,5.17854458364038,0.695176017480435,281091.4
"9082","T","TCDRG","202212","TEQI","mkt_ordr","100-499",46,9623,0,9623,0,9623,0,0,0,0,0.0074,0.0182,6544,0.0098,0,2637,0,442,0.013,0,FALSE,FALSE,FALSE,FALSE,FALSE,9623,5838.52,0.606725553361737,3.03345110672347,0.599976705069046,29190.9
"9083","T","TCDRG","202212","TER","mkt_ordr","100-499",512,101865,0,101865,0,101865,0,0,0,0,0.0026,0.0252,100326,0.0364,0,1332,0,207,0.0101,0,FALSE,TRUE,TRUE,FALSE,FALSE,101865,364977.57,3.58295361507878,9.68590723015756,0.260171808393317,986654.94
"9084","T","TCDRG","202212","TERN","mkt_ordr","100-499",161,30236,200,30036,0,30036,0,0,0,0,0.007,0.0466,29416,0.0192,0,620,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,30036,56478.72,1.88036755892928,8.42073511785857,0.553395865655142,252925.2
"9085","T","TCDRG","202212","TESS","mkt_ordr","100-499",11,1667,0,1667,0,1667,0,0,0,0,0.0403,0.0344,1467,0.0108,0,200,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1667,1584.36,0.950425914817037,5.34085182963407,0.644092011860904,8903.2
"9086","T","TCDRG","202212","TETC","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0,0,100,0.005,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,50,0.5,1,0,100
"9087","T","TCDRG","202212","TEVA","mkt_ordr","100-499",1095,226113,0,226113,0,226113,0,0,0,0,4e-04,0.0018,225102,0.0041,0,1011,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,226113,92291.82,0.408166801554975,0.996333603109949,0.180662379988138,225283.98
"9088","T","TCDRG","202212","TEX","mkt_ordr","100-499",195,41571,0,41571,0,41571,0,0,0,0,0.0146,0.0138,40677,0.0241,0,894,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,41571,98031.57,2.35817204301075,6.0963440860215,0.226365175673769,253431.12
"9089","T","TCDRG","202212","TFC","mkt_ordr","100-499",5501,1174131,0,1174131,0,1174131,0,0,0,0,-0.0034,0.0014,1141798,0.0052,0,28519,0,3814,0.0091,0,FALSE,FALSE,FALSE,FALSE,FALSE,1174131,590264.22,0.502724329738334,1.14544865947667,0.122222850270708,1344906.78
"9090","T","TCDRG","202212","TFC I","mkt_ordr","100-499",12,2986,0,2986,0,2986,0,0,0,0,0.1564,0.1118,2562,0.0216,0,424,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2986,5533.92,1.85328868050904,14.8865773610181,0.75101211842528,44451.32
"9091","T","TCDRG","202212","TFC O","mkt_ordr","100-499",209,46521,0,46521,0,46521,0,0,0,0,0.0709,0.0656,41736,0.0201,0,4144,0,641,0.0534,0,FALSE,FALSE,FALSE,FALSE,FALSE,46521,80466.42,1.72967949958083,10.0193589991617,0.654732503401553,466110.6
"9092","T","TCDRG","202212","TFC R","mkt_ordr","100-499",314,69948,0,69948,0,69948,0,0,0,0,0.0321,0.0341,65906,0.0187,0,4042,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,69948,123244.22,1.76194058443415,6.9338811688683,0.491788064570561,485011.12
"9093","T","TCDRG","202212","TFFP","mkt_ordr","100-499",41,8079,0,8079,0,8079,0,0,0,0,0.0159,0.0173,7079,0.0021,0,1000,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8079,1486.59,0.184006683995544,2.09801336799109,0.824589598138037,16949.85
"9094","T","TCDRG","202212","TFI","mkt_ordr","100-499",744,192751,0,192751,0,192751,0,0,0,0,-5e-04,0,173037,0.006,0,19714,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,192751,103822.2,0.5386337814071,1.0772675628142,0,207644.4
"9095","T","TCDRG","202212","TFII","mkt_ordr","100-499",94,17407,0,17407,0,17407,0,0,0,0,0.0362,0.0469,16907,0.0399,0,300,0,200,0.0545,0,FALSE,FALSE,FALSE,FALSE,FALSE,17407,66368.93,3.8127724478658,12.3155448957316,0.380819528466458,214376.69
"9096","T","TCDRG","202212","TFIN","mkt_ordr","100-499",70,13462,0,13462,0,13462,0,0,0,0,0.1667,0.1347,13083,0.0667,0,379,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,13462,87263.61,6.48221735254791,26.4344347050958,0.509562627318199,355860.36
"9097","T","TCDRG","202212","TFINP","mkt_ordr","100-499",7,1074,0,1074,0,1074,0,0,0,0,0.7021,0.7021,924,0.0558,0,150,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1074,5155.92,4.80067039106145,79.8113407821229,0.879699542846503,85717.38
"9098","T","TCDRG","202212","TFJL","mkt_ordr","100-499",14,3970,0,3970,0,3970,0,0,0,0,0.0646,0.0731,3691,0.0131,0,279,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3970,4835.21,1.21793702770781,9.74587405541562,0.750060995908105,38691.12
"9099","T","TCDRG","202212","TFLO","mkt_ordr","100-499",1292,298351,0,298351,0,298351,0,0,0,0,1e-04,2e-04,285230,0.0051,0,13121,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,298351,145467.3,0.487571015347694,0.995142030695389,0.0200976336875494,296901.62
"9100","T","TCDRG","202212","TFLR","mkt_ordr","100-499",2,338,0,338,0,338,0,0,0,0,-0.0012,0.0088,200,0.001,0,138,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,338,20,0.0591715976331361,0.998343195266272,0.881460407776197,337.44
"9101","T","TCDRG","202212","TFPM","mkt_ordr","100-499",51,8679,0,8679,0,8679,0,0,0,0,0.0253,0.0431,7886,0.0207,0,675,0,118,0.07,0,FALSE,FALSE,FALSE,FALSE,FALSE,8679,15498.02,1.78569189998848,7.88138379997696,0.546858281411521,68402.53
"9102","T","TCDRG","202212","TFSA","mkt_ordr","100-499",7,940,0,940,0,940,0,0,0,0,0.6383,0.9498,920,0.1533,0,0,0,20,0.19,0,FALSE,FALSE,FALSE,FALSE,FALSE,940,13723.6,14.5995744680851,124.17914893617,0.76486270693336,116728.4
"9103","T","TCDRG","202212","TFSL","mkt_ordr","100-499",164,34466,0,34466,0,34466,0,0,0,0,0.0049,0.0039,33750,0.0069,0,716,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,34466,23287.5,0.675665873614577,1.74133174722915,0.223966513342777,60016.74
"9104","T","TCDRG","202212","TFX","mkt_ordr","100-499",193,38046,0,38046,0,38046,0,0,0,0,0.0751,0.1329,37494,0.1747,0,163,0,389,0.1407,0,FALSE,TRUE,TRUE,FALSE,FALSE,38046,649546.95,17.072673868475,47.43534773695,0.280170814256468,1804725.24
"9105","T","TCDRG","202212","TG","mkt_ordr","100-499",70,12906,0,12906,0,12906,0,0,0,0,-0.0014,0.0101,12716,0.0094,0,190,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,12906,11953.04,0.926161475282814,2.86232295056563,0.352860252823816,36941.14
"9106","T","TCDRG","202212","TGAN","mkt_ordr","100-499",23,3835,0,3835,0,3835,0,0,0,0,0.051,0.134,3835,0.0264,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3835,10124.4,2.64,18.68,0.717344753747323,71637.8
"9107","T","TCDRG","202212","TGB","mkt_ordr","100-499",199,44878,0,44878,0,44878,0,0,0,0,0.0034,0.0024,44116,0.0039,0,762,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,44878,17205.24,0.383378047150051,1.0067560943001,0.238389418607739,45181.2
"9108","T","TCDRG","202212","TGH","mkt_ordr","100-499",92,20627,0,20627,0,20627,0,0,0,0,0.006,0.0109,20325,0.0191,0,292,0,10,0.0064,0,FALSE,FALSE,TRUE,FALSE,FALSE,20627,38814.35,1.88172540844524,4.85345081689048,0.224582475670031,100112.13
"9109","T","TCDRG","202212","TGH A","mkt_ordr","100-499",14,3162,0,3162,0,3162,0,0,0,0,0.2082,0.2098,3162,0.0443,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3162,14007.66,4.43,29.84,0.703083109919571,94354.08
"9110","T","TCDRG","202212","TGH B","mkt_ordr","100-499",49,9904,0,9904,0,9904,0,0,0,0,0.506,0.4695,9494,0.062,0,410,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9904,58862.8,5.94333602584814,58.8366720516963,0.797971713266648,582718.4
"9111","T","TCDRG","202212","TGI","mkt_ordr","100-499",269,50121,0,46721,3400,50121,0,0,0,0,-0.0049,0.0067,47116,0.0073,0,3005,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,50121,34394.68,0.686232916342451,2.0424658326849,0.328034863192428,102370.43
"9112","T","TCDRG","202212","TGIF","mkt_ordr","100-499",6,1305,0,1305,0,1305,0,0,0,0,0.4516,0.3301,1110,0.0452,0.4,100,0,95,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,1305,4922.2,3.77180076628352,40.5536015325671,0.813984424379446,52922.45
"9113","T","TCDRG","202212","TGL","mkt_ordr","100-499",37,7238,600,6638,0,6638,0,0,0,0,0.035,0.0316,6638,0.0089,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6638,5907.82,0.89,4.94,0.639676113360324,32791.72
"9114","T","TCDRG","202212","TGLS","mkt_ordr","100-499",532,100581,0,100581,0,100581,0,0,0,0,0.0243,0.0715,98671,0.0529,0,1443,0,467,0.0591,0,FALSE,FALSE,FALSE,TRUE,FALSE,100581,519209.62,5.16210437358945,17.4742087471789,0.409174464117256,1757573.39
"9115","T","TCDRG","202212","TGNA","mkt_ordr","100-499",301,62642,0,62642,0,62642,0,0,0,0,0.0031,-2e-04,57564,0.0066,0,5045,0,33,0.0058,0,FALSE,FALSE,FALSE,FALSE,FALSE,62642,37973.1,0.606192331023914,1.19238466204783,-0.016773110755762,74693.36
"9116","T","TCDRG","202212","TGR U","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0.01,0.02,0,0,0,100,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,0,0,2,1,200
"9117","T","TCDRG","202212","TGRW","mkt_ordr","100-499",13,3439,0,3439,0,3439,0,0,0,0,0.0228,0.024,1316,5e-04,0,2123,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3439,65.8,0.0191334690316953,2.43826693806339,0.984305681438725,8385.2
"9118","T","TCDRG","202212","TGS","mkt_ordr","100-499",179,32814,0,32814,0,32814,0,0,0,0,0.0163,0.0271,30265,0.0201,0,2482,0,67,0.0218,0,FALSE,FALSE,TRUE,FALSE,FALSE,32814,60686.59,1.84941153166331,6.40882306332663,0.422854551174537,210299.12
"9119","T","TCDRG","202212","TGT","mkt_ordr","100-499",5351,951460,0,951360,100,951460,0,0,0,0,-0.0025,0.0061,938420,0.0374,0,10663,0,2377,0.0209,0,TRUE,TRUE,TRUE,FALSE,FALSE,951460,3504722.87,3.683520978286,7.97704195657201,0.076469448615278,7589836.34
"9120","T","TCDRG","202212","TGTX","mkt_ordr","100-499",5232,1001675,2275,998610,590,999200,0,0,0,0,0.0098,0.0037,954531,0.0062,0,40546,0,4123,0.0076,0,FALSE,FALSE,FALSE,TRUE,FALSE,999200,588675.74,0.589147057646117,1.54829411529223,0.238972683772142,1547055.48
"9121","T","TCDRG","202212","TH","mkt_ordr","100-499",503,100080,0,100080,0,100080,0,0,0,0,0.0069,0.02,95094,0.0147,0,4253,0,733,0.0182,0,FALSE,FALSE,FALSE,FALSE,FALSE,100080,138454.12,1.38343445243805,4.7668689048761,0.419562618546982,477068.24
"9122","T","TCDRG","202212","THAC","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0,0,100,0.02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,200,2,4,0,400
"9123","T","TCDRG","202212","THC","mkt_ordr","100-499",271,51021,0,51021,0,51021,0,0,0,0,-0.0128,0.0109,49929,0.0219,0,982,0,110,0.0156,0,TRUE,TRUE,TRUE,FALSE,FALSE,51021,109172.91,2.13976421473511,5.36952842947022,0.202997342190726,273958.71
"9124","T","TCDRG","202212","THCH","mkt_ordr","100-499",15,2746,0,2746,0,2746,0,0,0,0,0.0687,0.0548,2746,0.0133,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2746,3652.18,1.33,8.14,0.673218673218673,22352.44
"9125","T","TCDRG","202212","THCP","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0.09,0.02,0,0,0,100,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,0,0,2,1,200
"9126","T","TCDRG","202212","THCX","mkt_ordr","100-499",117,23485,0,23485,0,23485,0,0,0,0,0.0298,0.032,20762,0.0089,0,2657,0,66,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,23485,18412.18,0.783997445177773,4.76799489035555,0.671141658828703,111976.36
"9127","T","TCDRG","202212","THD","mkt_ordr","100-499",34,6215,0,6215,0,6215,0,0,0,0,0.048,0.0227,6115,0.057,0,100,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6215,34855.5,5.60828640386162,13.4865728077232,0.168315555950586,83819.05
"9128","T","TCDRG","202212","THFF","mkt_ordr","100-499",15,2316,0,2316,0,2316,0,0,0,0,0.3765,0.3073,2162,0.0578,0,100,0,54,0.0187,0,FALSE,FALSE,FALSE,TRUE,FALSE,2316,12395.38,5.35206390328152,41.434127806563,0.741659149758486,95961.44
"9129","T","TCDRG","202212","THG","mkt_ordr","100-499",45,8878,222,8656,0,8656,0,0,0,0,0.0506,0.131,8459,0.0914,0,106,0.1,91,0.1042,0.1,FALSE,TRUE,TRUE,FALSE,FALSE,8656,76367.04,8.82243992606285,30.7448798521257,0.426087207463726,266127.68
"9130","T","TCDRG","202212","THLV","mkt_ordr","100-499",16,4622,0,4622,0,4622,0,0,0,0,0.0743,0.084,4063,0.0047,0,559,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4622,1909.61,0.413156642146257,9.22631328429251,0.910439494212788,42644.02
"9131","T","TCDRG","202212","THM","mkt_ordr","100-499",26,4459,0,4459,0,4459,0,0,0,0,0.0071,0.0081,3754,7e-04,0,705,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,4459,262.78,0.0589324960753532,0.927864992150706,0.872971829794434,4137.35
"9132","T","TCDRG","202212","THMO","mkt_ordr","100-499",234,47405,0,47405,0,47405,0,0,0,0,0.0401,0.0397,37267,0.0078,0,9340,0,798,0.0255,0,FALSE,FALSE,FALSE,FALSE,FALSE,47405,27033.36,0.57026389621348,5.11052779242696,0.776827787901467,242264.57
